PLOT_ID,Site,System ID,Phase ID,Replicate ID,System detailed description,System category
ROSEWORTHY_S6_P0000_R1,ROSEWORTHY,S6,P0000,R1,,Responsive: Enhance soil health
ROSEWORTHY_S6_P0000_R2,ROSEWORTHY,S6,P0000,R2,,Responsive: Enhance soil health
ROSEWORTHY_S6_P0000_R3,ROSEWORTHY,S6,P0000,R3,,Responsive: Enhance soil health
ROSEWORTHY_S7_P0000_R1,ROSEWORTHY,S7,P0000,R1,,Responsive: Organic fertiliser
ROSEWORTHY_S7_P0000_R2,ROSEWORTHY,S7,P0000,R2,,Responsive: Organic fertiliser
ROSEWORTHY_S7_P0000_R3,ROSEWORTHY,S7,P0000,R3,,Responsive: Organic fertiliser
STREATHAM_S1.1_P1212_R1,STREATHAM,S1.1,P1212,R1,,Baseline (TOS1 & Low N)
STREATHAM_S1.1_P1212_R2,STREATHAM,S1.1,P1212,R2,,Baseline (TOS1 & Low N)
STREATHAM_S1.1_P1212_R3,STREATHAM,S1.1,P1212,R3,,Baseline (TOS1 & Low N)
STREATHAM_S1.1_P2121_R1,STREATHAM,S1.1,P2121,R1,,Baseline (TOS1 & Low N)
STREATHAM_S1.1_P2121_R2,STREATHAM,S1.1,P2121,R2,,Baseline (TOS1 & Low N)
STREATHAM_S1.1_P2121_R3,STREATHAM,S1.1,P2121,R3,,Baseline (TOS1 & Low N)
STREATHAM_S1.2_P1212_R1,STREATHAM,S1.2,P1212,R1,,Baseline (TOS1 & Mid N)
STREATHAM_S1.2_P1212_R2,STREATHAM,S1.2,P1212,R2,,Baseline (TOS1 & Mid N)
STREATHAM_S1.2_P1212_R3,STREATHAM,S1.2,P1212,R3,,Baseline (TOS1 & Mid N)
STREATHAM_S1.2_P2121_R1,STREATHAM,S1.2,P2121,R1,,Baseline (TOS1 & Mid N)
STREATHAM_S1.2_P2121_R2,STREATHAM,S1.2,P2121,R2,,Baseline (TOS1 & Mid N)
STREATHAM_S1.2_P2121_R3,STREATHAM,S1.2,P2121,R3,,Baseline (TOS1 & Mid N)
STREATHAM_S1.3_P1212_R1,STREATHAM,S1.3,P1212,R1,,Baseline (TOS2 & Mid N)
STREATHAM_S1.3_P1212_R2,STREATHAM,S1.3,P1212,R2,,Baseline (TOS2 & Mid N)
STREATHAM_S1.3_P1212_R3,STREATHAM,S1.3,P1212,R3,,Baseline (TOS2 & Mid N)
STREATHAM_S1.3_P2121_R1,STREATHAM,S1.3,P2121,R1,,Baseline (TOS2 & Mid N)
STREATHAM_S1.3_P2121_R2,STREATHAM,S1.3,P2121,R2,,Baseline (TOS2 & Mid N)
STREATHAM_S1.3_P2121_R3,STREATHAM,S1.3,P2121,R3,,Baseline (TOS2 & Mid N)
STREATHAM_S1.4_P1212_R1,STREATHAM,S1.4,P1212,R1,,Baseline (TOS1 & High N)
STREATHAM_S1.4_P1212_R2,STREATHAM,S1.4,P1212,R2,,Baseline (TOS1 & High N)
STREATHAM_S1.4_P1212_R3,STREATHAM,S1.4,P1212,R3,,Baseline (TOS1 & High N)
STREATHAM_S1.4_P2121_R1,STREATHAM,S1.4,P2121,R1,,Baseline (TOS1 & High N)
STREATHAM_S1.4_P2121_R2,STREATHAM,S1.4,P2121,R2,,Baseline (TOS1 & High N)
STREATHAM_S1.4_P2121_R3,STREATHAM,S1.4,P2121,R3,,Baseline (TOS1 & High N)
STREATHAM_S10_P1212_R1,STREATHAM,S10,P1212,R1,,Companion cropping frequent
STREATHAM_S10_P1212_R2,STREATHAM,S10,P1212,R2,,Companion cropping frequent
STREATHAM_S10_P1212_R3,STREATHAM,S10,P1212,R3,,Companion cropping frequent
STREATHAM_S10_P2121_R1,STREATHAM,S10,P2121,R1,,Companion cropping frequent
STREATHAM_S10_P2121_R2,STREATHAM,S10,P2121,R2,,Companion cropping frequent
STREATHAM_S10_P2121_R3,STREATHAM,S10,P2121,R3,,Companion cropping frequent
STREATHAM_S11_P0000_R1,STREATHAM,S11,P0000,R1,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R2,STREATHAM,S11,P0000,R2,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R3,STREATHAM,S11,P0000,R3,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R4,STREATHAM,S11,P0000,R4,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R5,STREATHAM,S11,P0000,R5,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R6,STREATHAM,S11,P0000,R6,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R7,STREATHAM,S11,P0000,R7,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R8,STREATHAM,S11,P0000,R8,,Responsive: Adviser (risk-neutral)
STREATHAM_S11_P0000_R9,STREATHAM,S11,P0000,R9,,Responsive: Adviser (risk-neutral)
STREATHAM_S12_P0000_R1,STREATHAM,S12,P0000,R1,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R2,STREATHAM,S12,P0000,R2,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R3,STREATHAM,S12,P0000,R3,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R4,STREATHAM,S12,P0000,R4,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R5,STREATHAM,S12,P0000,R5,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R6,STREATHAM,S12,P0000,R6,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R7,STREATHAM,S12,P0000,R7,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R8,STREATHAM,S12,P0000,R8,,Responsive: Enhance soil health
STREATHAM_S12_P0000_R9,STREATHAM,S12,P0000,R9,,Responsive: Enhance soil health
STREATHAM_S13_P0000_R1,STREATHAM,S13,P0000,R1,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R2,STREATHAM,S13,P0000,R2,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R3,STREATHAM,S13,P0000,R3,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R4,STREATHAM,S13,P0000,R4,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R5,STREATHAM,S13,P0000,R5,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R6,STREATHAM,S13,P0000,R6,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R7,STREATHAM,S13,P0000,R7,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R8,STREATHAM,S13,P0000,R8,,Responsive: Persistent pasture
STREATHAM_S13_P0000_R9,STREATHAM,S13,P0000,R9,,Responsive: Persistent pasture
STREATHAM_S2.1_P1234_R1,STREATHAM,S2.1,P1234,R1,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P1234_R2,STREATHAM,S2.1,P1234,R2,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P1234_R3,STREATHAM,S2.1,P1234,R3,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P2341_R1,STREATHAM,S2.1,P2341,R1,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P2341_R2,STREATHAM,S2.1,P2341,R2,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P2341_R3,STREATHAM,S2.1,P2341,R3,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P3412_R1,STREATHAM,S2.1,P3412,R1,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P3412_R2,STREATHAM,S2.1,P3412,R2,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P3412_R3,STREATHAM,S2.1,P3412,R3,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P4123_R1,STREATHAM,S2.1,P4123,R1,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P4123_R2,STREATHAM,S2.1,P4123,R2,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.1_P4123_R3,STREATHAM,S2.1,P4123,R3,,Pulse-canola (TOS1 & Low N)
STREATHAM_S2.2_P1234_R1,STREATHAM,S2.2,P1234,R1,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P1234_R2,STREATHAM,S2.2,P1234,R2,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P1234_R3,STREATHAM,S2.2,P1234,R3,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P2341_R1,STREATHAM,S2.2,P2341,R1,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P2341_R2,STREATHAM,S2.2,P2341,R2,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P2341_R3,STREATHAM,S2.2,P2341,R3,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P3412_R1,STREATHAM,S2.2,P3412,R1,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P3412_R2,STREATHAM,S2.2,P3412,R2,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P3412_R3,STREATHAM,S2.2,P3412,R3,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P4123_R1,STREATHAM,S2.2,P4123,R1,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P4123_R2,STREATHAM,S2.2,P4123,R2,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.2_P4123_R3,STREATHAM,S2.2,P4123,R3,,Pulse-canola (TOS1 & Mid N)
STREATHAM_S2.3_P1234_R1,STREATHAM,S2.3,P1234,R1,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P1234_R2,STREATHAM,S2.3,P1234,R2,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P1234_R3,STREATHAM,S2.3,P1234,R3,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P2341_R1,STREATHAM,S2.3,P2341,R1,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P2341_R2,STREATHAM,S2.3,P2341,R2,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P2341_R3,STREATHAM,S2.3,P2341,R3,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P3412_R1,STREATHAM,S2.3,P3412,R1,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P3412_R2,STREATHAM,S2.3,P3412,R2,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P3412_R3,STREATHAM,S2.3,P3412,R3,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P4123_R1,STREATHAM,S2.3,P4123,R1,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P4123_R2,STREATHAM,S2.3,P4123,R2,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.3_P4123_R3,STREATHAM,S2.3,P4123,R3,,Pulse-canola (TOS2 & Mid N)
STREATHAM_S2.4_P1234_R1,STREATHAM,S2.4,P1234,R1,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P1234_R2,STREATHAM,S2.4,P1234,R2,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P1234_R3,STREATHAM,S2.4,P1234,R3,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P2341_R1,STREATHAM,S2.4,P2341,R1,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P2341_R2,STREATHAM,S2.4,P2341,R2,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P2341_R3,STREATHAM,S2.4,P2341,R3,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P3412_R1,STREATHAM,S2.4,P3412,R1,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P3412_R2,STREATHAM,S2.4,P3412,R2,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P3412_R3,STREATHAM,S2.4,P3412,R3,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P4123_R1,STREATHAM,S2.4,P4123,R1,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P4123_R2,STREATHAM,S2.4,P4123,R2,,Pulse-canola (TOS1 & High N)
STREATHAM_S2.4_P4123_R3,STREATHAM,S2.4,P4123,R3,,Pulse-canola (TOS1 & High N)
STREATHAM_S3_P1234_R1,STREATHAM,S3,P1234,R1,,More pulses
STREATHAM_S3_P1234_R2,STREATHAM,S3,P1234,R2,,More pulses
STREATHAM_S3_P1234_R3,STREATHAM,S3,P1234,R3,,More pulses
STREATHAM_S3_P2341_R1,STREATHAM,S3,P2341,R1,,More pulses
STREATHAM_S3_P2341_R2,STREATHAM,S3,P2341,R2,,More pulses
STREATHAM_S3_P2341_R3,STREATHAM,S3,P2341,R3,,More pulses
STREATHAM_S3_P3412_R1,STREATHAM,S3,P3412,R1,,More pulses
STREATHAM_S3_P3412_R2,STREATHAM,S3,P3412,R2,,More pulses
STREATHAM_S3_P3412_R3,STREATHAM,S3,P3412,R3,,More pulses
STREATHAM_S3_P4123_R1,STREATHAM,S3,P4123,R1,,More pulses
STREATHAM_S3_P4123_R2,STREATHAM,S3,P4123,R2,,More pulses
STREATHAM_S3_P4123_R3,STREATHAM,S3,P4123,R3,,More pulses
STREATHAM_S4_P1231_R1,STREATHAM,S4,P1231,R1,,Hay
STREATHAM_S4_P1231_R2,STREATHAM,S4,P1231,R2,,Hay
STREATHAM_S4_P1231_R3,STREATHAM,S4,P1231,R3,,Hay
STREATHAM_S4_P2312_R1,STREATHAM,S4,P2312,R1,,Hay
STREATHAM_S4_P2312_R2,STREATHAM,S4,P2312,R2,,Hay
STREATHAM_S4_P2312_R3,STREATHAM,S4,P2312,R3,,Hay
STREATHAM_S4_P3123_R1,STREATHAM,S4,P3123,R1,,Hay
STREATHAM_S4_P3123_R2,STREATHAM,S4,P3123,R2,,Hay
STREATHAM_S4_P3123_R3,STREATHAM,S4,P3123,R3,,Hay
STREATHAM_S5_P1231_R1,STREATHAM,S5,P1231,R1,,More cereals
STREATHAM_S5_P1231_R2,STREATHAM,S5,P1231,R2,,More cereals
STREATHAM_S5_P1231_R3,STREATHAM,S5,P1231,R3,,More cereals
STREATHAM_S5_P2312_R1,STREATHAM,S5,P2312,R1,,More cereals
STREATHAM_S5_P2312_R2,STREATHAM,S5,P2312,R2,,More cereals
STREATHAM_S5_P2312_R3,STREATHAM,S5,P2312,R3,,More cereals
STREATHAM_S5_P3123_R1,STREATHAM,S5,P3123,R1,,More cereals
STREATHAM_S5_P3123_R2,STREATHAM,S5,P3123,R2,,More cereals
STREATHAM_S5_P3123_R3,STREATHAM,S5,P3123,R3,,More cereals
STREATHAM_S6.1_P1231_R1,STREATHAM,S6.1,P1231,R1,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P1231_R2,STREATHAM,S6.1,P1231,R2,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P1231_R3,STREATHAM,S6.1,P1231,R3,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P2312_R1,STREATHAM,S6.1,P2312,R1,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P2312_R2,STREATHAM,S6.1,P2312,R2,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P2312_R3,STREATHAM,S6.1,P2312,R3,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P3123_R1,STREATHAM,S6.1,P3123,R1,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P3123_R2,STREATHAM,S6.1,P3123,R2,,Pasture 1/3 (PastMix1)
STREATHAM_S6.1_P3123_R3,STREATHAM,S6.1,P3123,R3,,Pasture 1/3 (PastMix1)
STREATHAM_S6.2_P1231_R1,STREATHAM,S6.2,P1231,R1,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P1231_R2,STREATHAM,S6.2,P1231,R2,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P1231_R3,STREATHAM,S6.2,P1231,R3,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P2312_R1,STREATHAM,S6.2,P2312,R1,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P2312_R2,STREATHAM,S6.2,P2312,R2,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P2312_R3,STREATHAM,S6.2,P2312,R3,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P3123_R1,STREATHAM,S6.2,P3123,R1,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P3123_R2,STREATHAM,S6.2,P3123,R2,,Pasture 1/3 (PastMix2)
STREATHAM_S6.2_P3123_R3,STREATHAM,S6.2,P3123,R3,,Pasture 1/3 (PastMix2)
STREATHAM_S7_P1234_R1,STREATHAM,S7,P1234,R1,,Pasture 2/4
STREATHAM_S7_P1234_R2,STREATHAM,S7,P1234,R2,,Pasture 2/4
STREATHAM_S7_P1234_R3,STREATHAM,S7,P1234,R3,,Pasture 2/4
STREATHAM_S7_P2341_R1,STREATHAM,S7,P2341,R1,,Pasture 2/4
STREATHAM_S7_P2341_R2,STREATHAM,S7,P2341,R2,,Pasture 2/4
STREATHAM_S7_P2341_R3,STREATHAM,S7,P2341,R3,,Pasture 2/4
STREATHAM_S7_P3412_R1,STREATHAM,S7,P3412,R1,,Pasture 2/4
STREATHAM_S7_P3412_R2,STREATHAM,S7,P3412,R2,,Pasture 2/4
STREATHAM_S7_P3412_R3,STREATHAM,S7,P3412,R3,,Pasture 2/4
STREATHAM_S7_P4123_R1,STREATHAM,S7,P4123,R1,,Pasture 2/4
STREATHAM_S7_P4123_R2,STREATHAM,S7,P4123,R2,,Pasture 2/4
STREATHAM_S7_P4123_R3,STREATHAM,S7,P4123,R3,,Pasture 2/4
STREATHAM_S8_P1231_R1,STREATHAM,S8,P1231,R1,,Winter cover cropping
STREATHAM_S8_P1231_R2,STREATHAM,S8,P1231,R2,,Winter cover cropping
STREATHAM_S8_P1231_R3,STREATHAM,S8,P1231,R3,,Winter cover cropping
STREATHAM_S8_P2312_R1,STREATHAM,S8,P2312,R1,,Winter cover cropping
STREATHAM_S8_P2312_R2,STREATHAM,S8,P2312,R2,,Winter cover cropping
STREATHAM_S8_P2312_R3,STREATHAM,S8,P2312,R3,,Winter cover cropping
STREATHAM_S8_P3123_R1,STREATHAM,S8,P3123,R1,,Winter cover cropping
STREATHAM_S8_P3123_R2,STREATHAM,S8,P3123,R2,,Winter cover cropping
STREATHAM_S8_P3123_R3,STREATHAM,S8,P3123,R3,,Winter cover cropping
STREATHAM_S9.1_P1212_R1,STREATHAM,S9.1,P1212,R1,,Intercropping (Nil N intercrop)
STREATHAM_S9.1_P1212_R2,STREATHAM,S9.1,P1212,R2,,Intercropping (Nil N intercrop)
STREATHAM_S9.1_P1212_R3,STREATHAM,S9.1,P1212,R3,,Intercropping (Nil N intercrop)
STREATHAM_S9.1_P2121_R1,STREATHAM,S9.1,P2121,R1,,Intercropping (Nil N intercrop)
STREATHAM_S9.1_P2121_R2,STREATHAM,S9.1,P2121,R2,,Intercropping (Nil N intercrop)
STREATHAM_S9.1_P2121_R3,STREATHAM,S9.1,P2121,R3,,Intercropping (Nil N intercrop)
STREATHAM_S9.2_P1212_R1,STREATHAM,S9.2,P1212,R1,,Intercropping (Half N intercrop)
STREATHAM_S9.2_P1212_R2,STREATHAM,S9.2,P1212,R2,,Intercropping (Half N intercrop)
STREATHAM_S9.2_P1212_R3,STREATHAM,S9.2,P1212,R3,,Intercropping (Half N intercrop)
STREATHAM_S9.2_P2121_R1,STREATHAM,S9.2,P2121,R1,,Intercropping (Half N intercrop)
STREATHAM_S9.2_P2121_R2,STREATHAM,S9.2,P2121,R2,,Intercropping (Half N intercrop)
STREATHAM_S9.2_P2121_R3,STREATHAM,S9.2,P2121,R3,,Intercropping (Half N intercrop)
STREATHAM_S9.3_P1212_R1,STREATHAM,S9.3,P1212,R1,,Intercropping (Full N intercrop)
STREATHAM_S9.3_P1212_R2,STREATHAM,S9.3,P1212,R2,,Intercropping (Full N intercrop)
STREATHAM_S9.3_P1212_R3,STREATHAM,S9.3,P1212,R3,,Intercropping (Full N intercrop)
STREATHAM_S9.3_P2121_R1,STREATHAM,S9.3,P2121,R1,,Intercropping (Full N intercrop)
STREATHAM_S9.3_P2121_R2,STREATHAM,S9.3,P2121,R2,,Intercropping (Full N intercrop)
STREATHAM_S9.3_P2121_R3,STREATHAM,S9.3,P2121,R3,,Intercropping (Full N intercrop)
WALLUP_S1_P1231_R1,WALLUP,S1,P1231,R1,,Baseline
WALLUP_S1_P1231_R2,WALLUP,S1,P1231,R2,,Baseline
WALLUP_S1_P1231_R3,WALLUP,S1,P1231,R3,,Baseline
WALLUP_S1_P2312_R1,WALLUP,S1,P2312,R1,,Baseline
WALLUP_S1_P2312_R2,WALLUP,S1,P2312,R2,,Baseline
WALLUP_S1_P2312_R3,WALLUP,S1,P2312,R3,,Baseline
WALLUP_S1_P3123_R1,WALLUP,S1,P3123,R1,,Baseline
WALLUP_S1_P3123_R2,WALLUP,S1,P3123,R2,,Baseline
WALLUP_S1_P3123_R3,WALLUP,S1,P3123,R3,,Baseline
WALLUP_S2_P1234_R1,WALLUP,S2,P1234,R1,,Pulse-canola
WALLUP_S2_P1234_R2,WALLUP,S2,P1234,R2,,Pulse-canola
WALLUP_S2_P1234_R3,WALLUP,S2,P1234,R3,,Pulse-canola
WALLUP_S2_P2341_R1,WALLUP,S2,P2341,R1,,Pulse-canola
WALLUP_S2_P2341_R2,WALLUP,S2,P2341,R2,,Pulse-canola
WALLUP_S2_P2341_R3,WALLUP,S2,P2341,R3,,Pulse-canola
WALLUP_S2_P3412_R1,WALLUP,S2,P3412,R1,,Pulse-canola
WALLUP_S2_P3412_R2,WALLUP,S2,P3412,R2,,Pulse-canola
WALLUP_S2_P3412_R3,WALLUP,S2,P3412,R3,,Pulse-canola
WALLUP_S2_P4123_R1,WALLUP,S2,P4123,R1,,Pulse-canola
WALLUP_S2_P4123_R2,WALLUP,S2,P4123,R2,,Pulse-canola
WALLUP_S2_P4123_R3,WALLUP,S2,P4123,R3,,Pulse-canola
WALLUP_S3_P1234_R1,WALLUP,S3,P1234,R1,,Winter cover cropping
WALLUP_S3_P1234_R2,WALLUP,S3,P1234,R2,,Winter cover cropping
WALLUP_S3_P1234_R3,WALLUP,S3,P1234,R3,,Winter cover cropping
WALLUP_S3_P2341_R1,WALLUP,S3,P2341,R1,,Winter cover cropping
WALLUP_S3_P2341_R2,WALLUP,S3,P2341,R2,,Winter cover cropping
WALLUP_S3_P2341_R3,WALLUP,S3,P2341,R3,,Winter cover cropping
WALLUP_S3_P3412_R1,WALLUP,S3,P3412,R1,,Winter cover cropping
WALLUP_S3_P3412_R2,WALLUP,S3,P3412,R2,,Winter cover cropping
WALLUP_S3_P3412_R3,WALLUP,S3,P3412,R3,,Winter cover cropping
WALLUP_S3_P4123_R1,WALLUP,S3,P4123,R1,,Winter cover cropping
WALLUP_S3_P4123_R2,WALLUP,S3,P4123,R2,,Winter cover cropping
WALLUP_S3_P4123_R3,WALLUP,S3,P4123,R3,,Winter cover cropping
WALLUP_S4_P1231_R1,WALLUP,S4,P1231,R1,,Companion cropping
WALLUP_S4_P1231_R2,WALLUP,S4,P1231,R2,,Companion cropping
WALLUP_S4_P1231_R3,WALLUP,S4,P1231,R3,,Companion cropping
WALLUP_S4_P2312_R1,WALLUP,S4,P2312,R1,,Companion cropping
WALLUP_S4_P2312_R2,WALLUP,S4,P2312,R2,,Companion cropping
WALLUP_S4_P2312_R3,WALLUP,S4,P2312,R3,,Companion cropping
WALLUP_S4_P3123_R1,WALLUP,S4,P3123,R1,,Companion cropping
WALLUP_S4_P3123_R2,WALLUP,S4,P3123,R2,,Companion cropping
WALLUP_S4_P3123_R3,WALLUP,S4,P3123,R3,,Companion cropping
WALLUP_S5_P0000_R1,WALLUP,S5,P0000,R1,,Responsive: Adviser (risk-neutral)
WALLUP_S5_P0000_R2,WALLUP,S5,P0000,R2,,Responsive: Adviser (risk-neutral)
WALLUP_S5_P0000_R3,WALLUP,S5,P0000,R3,,Responsive: Adviser (risk-neutral)
WALLUP_S6_P0000_R1,WALLUP,S6,P0000,R1,,Responsive: N bank
WALLUP_S6_P0000_R2,WALLUP,S6,P0000,R2,,Responsive: N bank
WALLUP_S6_P0000_R3,WALLUP,S6,P0000,R3,,Responsive: N bank
WARRAMBINE_S1_P1212_R1,WARRAMBINE,S1,P1212,R1,,Baseline
WARRAMBINE_S1_P1212_R2,WARRAMBINE,S1,P1212,R2,,Baseline
WARRAMBINE_S1_P1212_R3,WARRAMBINE,S1,P1212,R3,,Baseline
WARRAMBINE_S1_P2121_R1,WARRAMBINE,S1,P2121,R1,,Baseline
WARRAMBINE_S1_P2121_R2,WARRAMBINE,S1,P2121,R2,,Baseline
WARRAMBINE_S1_P2121_R3,WARRAMBINE,S1,P2121,R3,,Baseline
WARRAMBINE_S2_P1231_R1,WARRAMBINE,S2,P1231,R1,,Pulse-canola
WARRAMBINE_S2_P1231_R2,WARRAMBINE,S2,P1231,R2,,Pulse-canola
WARRAMBINE_S2_P1231_R3,WARRAMBINE,S2,P1231,R3,,Pulse-canola
WARRAMBINE_S2_P2312_R1,WARRAMBINE,S2,P2312,R1,,Pulse-canola
WARRAMBINE_S2_P2312_R2,WARRAMBINE,S2,P2312,R2,,Pulse-canola
WARRAMBINE_S2_P2312_R3,WARRAMBINE,S2,P2312,R3,,Pulse-canola
WARRAMBINE_S2_P3123_R1,WARRAMBINE,S2,P3123,R1,,Pulse-canola
WARRAMBINE_S2_P3123_R2,WARRAMBINE,S2,P3123,R2,,Pulse-canola
WARRAMBINE_S2_P3123_R3,WARRAMBINE,S2,P3123,R3,,Pulse-canola
WARRAMBINE_S3_P1231_R1,WARRAMBINE,S3,P1231,R1,,Alternative pulse
WARRAMBINE_S3_P1231_R2,WARRAMBINE,S3,P1231,R2,,Alternative pulse
WARRAMBINE_S3_P1231_R3,WARRAMBINE,S3,P1231,R3,,Alternative pulse
WARRAMBINE_S3_P2312_R1,WARRAMBINE,S3,P2312,R1,,Alternative pulse
WARRAMBINE_S3_P2312_R2,WARRAMBINE,S3,P2312,R2,,Alternative pulse
WARRAMBINE_S3_P2312_R3,WARRAMBINE,S3,P2312,R3,,Alternative pulse
WARRAMBINE_S3_P3123_R1,WARRAMBINE,S3,P3123,R1,,Alternative pulse
WARRAMBINE_S3_P3123_R2,WARRAMBINE,S3,P3123,R2,,Alternative pulse
WARRAMBINE_S3_P3123_R3,WARRAMBINE,S3,P3123,R3,,Alternative pulse
WARRAMBINE_S4_P1231_R1,WARRAMBINE,S4,P1231,R1,,Pasture 1/3
WARRAMBINE_S4_P1231_R2,WARRAMBINE,S4,P1231,R2,,Pasture 1/3
WARRAMBINE_S4_P1231_R3,WARRAMBINE,S4,P1231,R3,,Pasture 1/3
WARRAMBINE_S4_P2312_R1,WARRAMBINE,S4,P2312,R1,,Pasture 1/3
WARRAMBINE_S4_P2312_R2,WARRAMBINE,S4,P2312,R2,,Pasture 1/3
WARRAMBINE_S4_P2312_R3,WARRAMBINE,S4,P2312,R3,,Pasture 1/3
WARRAMBINE_S4_P3123_R1,WARRAMBINE,S4,P3123,R1,,Pasture 1/3
WARRAMBINE_S4_P3123_R2,WARRAMBINE,S4,P3123,R2,,Pasture 1/3
WARRAMBINE_S4_P3123_R3,WARRAMBINE,S4,P3123,R3,,Pasture 1/3
WARRAMBINE_S5_P1231_R1,WARRAMBINE,S5,P1231,R1,,Winter cover cropping
WARRAMBINE_S5_P1231_R2,WARRAMBINE,S5,P1231,R2,,Winter cover cropping
WARRAMBINE_S5_P1231_R3,WARRAMBINE,S5,P1231,R3,,Winter cover cropping
WARRAMBINE_S5_P2312_R1,WARRAMBINE,S5,P2312,R1,,Winter cover cropping
WARRAMBINE_S5_P2312_R2,WARRAMBINE,S5,P2312,R2,,Winter cover cropping
