,plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety_x,crop2Variety_x,crop3Variety_x,seedTreatment1Bool_x,seedTreatment2Bool_x,seedTreatment3Bool_x,sowingReason_x,crop1SowingDensity_x,crop2SowingDensity_x,crop3SowingDensity_x,crop1SowingDepth_x,crop2SowingDepth_x,crop3SowingDepth_x,sowingTimelinessDescription_x,comments,site,activity_type,date,costs_activity_dollars,costs_product_applied_dollars,revenue_crops_dollars,harvestOutcome_x,harvestReason_x,crop1Yield_x,crop2Yield_x,crop3Yield_x,terminationState_x,crop1Variety_y,crop2Variety_y,crop3Variety_y,seedTreatment1Bool_y,seedTreatment2Bool_y,seedTreatment3Bool_y,sowingReason_y,crop1SowingDensity_y,crop2SowingDensity_y,crop3SowingDensity_y,crop1SowingDepth_y,crop2SowingDepth_y,crop3SowingDepth_y,sowingTimelinessDescription_y,harvestOutcome_y,harvestReason_y,crop1Yield_y,crop2Yield_y,crop3Yield_y,terminationState_y,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,name,unitsAppliedKgOrLitres,appliedAmount,targetPest_x,targetPest_y,targetPest
1837,KINNABULLA_S14_P0000_R1,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1838,KINNABULLA_S14_P0000_R1,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1839,KINNABULLA_S14_P0000_R1,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1308.688,,,,,,,,,,,,,,,,,,,,,success,sale,2104.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,KINNABULLA_S14_P0000_R1,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1841,KINNABULLA_S14_P0000_R1,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1842,KINNABULLA_S14_P0000_R1,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1843,KINNABULLA_S14_P0000_R2,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1844,KINNABULLA_S14_P0000_R2,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1845,KINNABULLA_S14_P0000_R2,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1846,KINNABULLA_S14_P0000_R2,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1847,KINNABULLA_S14_P0000_R2,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1848,KINNABULLA_S14_P0000_R2,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,KINNABULLA_S14_P0000_R2,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1850,KINNABULLA_S14_P0000_R2,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1851,KINNABULLA_S14_P0000_R2,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1852,KINNABULLA_S14_P0000_R2,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1202.326,,,,,,,,,,,,,,,,,,,,,success,sale,1933.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,KINNABULLA_S14_P0000_R2,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1854,KINNABULLA_S14_P0000_R2,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1855,KINNABULLA_S14_P0000_R2,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1856,KINNABULLA_S14_P0000_R3,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1857,KINNABULLA_S14_P0000_R3,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1858,KINNABULLA_S14_P0000_R3,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1859,KINNABULLA_S14_P0000_R3,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1860,KINNABULLA_S14_P0000_R3,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1861,KINNABULLA_S14_P0000_R3,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,KINNABULLA_S14_P0000_R3,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1863,KINNABULLA_S14_P0000_R3,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1864,KINNABULLA_S14_P0000_R3,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1865,KINNABULLA_S14_P0000_R3,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1301.846,,,,,,,,,,,,,,,,,,,,,success,sale,2093.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,KINNABULLA_S14_P0000_R3,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1867,KINNABULLA_S14_P0000_R3,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1868,KINNABULLA_S14_P0000_R3,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1869,KINNABULLA_S14_P0000_R4,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1870,KINNABULLA_S14_P0000_R4,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1871,KINNABULLA_S14_P0000_R4,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1872,KINNABULLA_S14_P0000_R4,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1873,KINNABULLA_S14_P0000_R4,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1874,KINNABULLA_S14_P0000_R4,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,KINNABULLA_S14_P0000_R4,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1876,KINNABULLA_S14_P0000_R4,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1877,KINNABULLA_S14_P0000_R4,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1878,KINNABULLA_S14_P0000_R4,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,885.106,,,,,,,,,,,,,,,,,,,,,success,sale,1423.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,KINNABULLA_S14_P0000_R4,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1880,KINNABULLA_S14_P0000_R4,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1881,KINNABULLA_S14_P0000_R4,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1882,KINNABULLA_S14_P0000_R5,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1883,KINNABULLA_S14_P0000_R5,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1884,KINNABULLA_S14_P0000_R5,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1885,KINNABULLA_S14_P0000_R5,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1886,KINNABULLA_S14_P0000_R5,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1887,KINNABULLA_S14_P0000_R5,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,KINNABULLA_S14_P0000_R5,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1889,KINNABULLA_S14_P0000_R5,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1890,KINNABULLA_S14_P0000_R5,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1891,KINNABULLA_S14_P0000_R5,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,1007.018,,,,,,,,,,,,,,,,,,,,,success,sale,1619.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,KINNABULLA_S14_P0000_R5,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1893,KINNABULLA_S14_P0000_R5,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1894,KINNABULLA_S14_P0000_R5,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1895,KINNABULLA_S14_P0000_R6,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1896,KINNABULLA_S14_P0000_R6,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1897,KINNABULLA_S14_P0000_R6,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1898,KINNABULLA_S14_P0000_R6,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1899,KINNABULLA_S14_P0000_R6,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1900,KINNABULLA_S14_P0000_R6,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,KINNABULLA_S14_P0000_R6,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1902,KINNABULLA_S14_P0000_R6,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
1903,KINNABULLA_S14_P0000_R6,2023,11,17,,,,,,,,,,,,,,,,,,"3L/ha applied to desiccate for late season weed control, bring all crop types in together for harvest (+0.16% BS1000 = wetting agent)",kinnabulla,herbicide,2023-11-17,11.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diquat,L,3.0,,,
1904,KINNABULLA_S14_P0000_R6,2023,12,7,canola,,,,,,,,,,,,,,,,,,kinnabulla,termination,2023-12-07,80.0,0.0,925.536,,,,,,,,,,,,,,,,,,,,,success,sale,1488.0,,,stubble,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,KINNABULLA_S14_P0000_R6,2023,12,14,,,,,,,,,,,,,,,,,,0.4L/ha applied overall site knockdown to control summer weeds (+2% Liase =  liquid adjuvant),kinnabulla,herbicide,2023-12-14,11.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester,L,0.4,,,
1906,KINNABULLA_S14_P0000_R6,2023,12,14,,,,,,,,,,,,,,,,,,2.5L/ha applied overall site knockdown to control summer weeds,kinnabulla,herbicide,2023-12-14,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1907,KINNABULLA_S14_P0000_R6,2024,1,18,,,,,,,,,,,,,,,,,,"2.5L/ha applied overall site knockdown to control summer weeds (heliotrope and odd thistle), vol. crop (wheat, barley, canola, radish, lentil)",kinnabulla,herbicide,2024-01-18,11.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glyphosate,L,2.5,,,
1908,KINNABULLA_S14_P0000_R7,2023,5,3,,,,,,,,,,,,,,,,,,1.5L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trifluralin,L,1.5,,,
1909,KINNABULLA_S14_P0000_R7,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propyzamide,L,1.0,,,
1910,KINNABULLA_S14_P0000_R7,2023,5,3,,,,,,,,,,,,,,,,,,1L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,51.19287671232877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyrinex Super,L,1.0,,,
1911,KINNABULLA_S14_P0000_R7,2023,5,3,,,,,,,,,,,,,,,,,,2L/ha applied at sowing,kinnabulla,herbicide,2023-05-03,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avadex,L,2.0,,,
1912,KINNABULLA_S14_P0000_R7,2023,5,3,,,,,,,,,,,,,,,,,,"60kg/ha applied at sowing (C, Vt, TR, TR+Vt)",kinnabulla,fertiliser,2023-05-03,8.5,38.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granulock SZ,kg,60.0,,,
1913,KINNABULLA_S14_P0000_R7,2023,5,3,canola,,,,,,,,,,,,,,,,,,kinnabulla,sowing,2023-05-03,50.0,0.0,0.0,,,,,,,44y94cl,,,True,,,sale,40.0,,,15.0,,,On-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,KINNABULLA_S14_P0000_R7,2023,6,21,,,,,,,,,,,,,,,,,,"487kg/ha top dressing - Canola D5, RC1, RC3",kinnabulla,fertiliser,2023-06-21,8.5,243.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,487.0,,,
1915,KINNABULLA_S14_P0000_R7,2023,7,10,,,,,,,,,,,,,,,,,,"0.12L/ha applied to all crop types to control the movement of pests back into pulse crops, could also more intro cereal crops and cause damage, 1-4 node. lucerne flea targeting vetch and lentil.",kinnabulla,pesticide,2023-07-10,11.0,4.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le-mat,L,0.12,,insects,
